Full_Name,Lat,Long,YeStart,YeEnd,Funestus
Noungou,12.733,-1.0505,1991,1994,1.0
Ouenboulougou,13.0351,-0.8215,2005,2005,0.0
Pissiga,12.8252,-1.1411,2005,2005,0.0
Roumba,13.1205,-0.8265,2005,2005,0.0
Tamassogo,13.2732,-1.0845,2005,2005,0.0
Taonsogo 1,12.7205,-1.0167,2005,2005,0.0
Wanobe,13.2447,-0.7311,2005,2005,0.0
Bingo,12.6023,-1.9794,2005,2005,0.0
Boulsen,12.3695,-2.4033,2005,2005,0.0
Goden 1,11.9702,-2.3722,2005,2005,0.0
Goden 2,12.3734,-2.3038,2005,2005,0.0
Kabinou,12.1739,-2.2868,2005,2005,0.0
Katiou,12.1152,-2.1152,2005,2005,0.0
Konkouissen,12.2244,-1.9498,2005,2005,0.0
Kougoulapaka,12.1374,-1.9606,2005,2005,0.0
Loaga,12.2329,-2.0749,2005,2005,0.0
Nanoro,12.682,-2.191,2006,2006,0.0
Nassoulou,12.3485,-2.1238,2005,2005,0.0
Ouezzindougou,12.032,-2.2845,2005,2005,0.0
Pouedogo,12.118,-2.3068,2005,2005,0.0
Rabyiri,12.3074,-2.4011,2005,2005,0.0
Sa,12.318,-1.85,1991,1992,0.0
Sabou,12.055,-2.221,1995,2006,0.0
Sakoinsse,12.1577,-2.3715,2005,2005,0.0
Salbisgo,12.1953,-2.0086,2005,2005,0.0
Siguivousse,12.2631,-2.2728,2005,2005,0.0
Sisene,12.3103,-2.2223,2005,2005,0.0
Benega,11.6973,-2.6093,2005,2005,0.0
Bouldie,12.5196,-2.6119,2005,2005,0.0
Gado,11.9908,-2.5433,2005,2005,0.0
Giblow,11.9464,-2.4745,2005,2005,0.0
Guido No.1,12.3848,-2.5274,2005,2005,0.0
Iboudie,12.4495,-2.6059,2005,2005,0.0
Ividie,11.8167,-2.6333,2002,2002,1.0
Mogueya,12.6473,-2.733,2005,2005,0.0
Mombamba,11.799,-2.7128,2005,2006,1.0
Mousseo,12.6383,-2.5338,2005,2005,0.0
Tita,11.9208,-2.5248,2005,2005,0.0
Tomo,12.2927,-2.5437,2005,2005,0.0
Yamadio,12.5799,-2.6119,2005,2005,0.0
Lorow,11.8208,-2.3567,2005,2005,0.0
Zinou,11.8662,-2.2807,2005,2005,0.0
Daguili,11.8578,-1.3338,2005,2005,0.0
Doulougou,11.9932,-1.4543,2005,2005,0.0
Goanguen,12.1192,-1.3644,2005,2005,0.0
Goumaogo,11.8057,-1.2929,2005,2005,0.0
Koassa,11.9918,-1.3436,2005,2005,0.0
Koukoulou,12.0966,-1.8557,2005,2005,0.0
Manegsombo,12.0834,-1.2653,2005,2005,0.0
Monemtenga,12.117,-1.301,2004,2004,0.0
Pissy,12.084,-1.483,2007,2007,1.0
Sakouissi,11.9408,-1.1967,2005,2005,0.0
Sologo,12.1359,-1.4818,2005,2005,0.0
Souloustenga,12.0814,-1.2404,2005,2005,0.0
Yansare,12.0959,-1.4384,2005,2005,0.0
Zinekwe,11.9157,-1.3188,2005,2005,0.0
P�,11.169,-1.136,2003,2010,1.0
Bagamsi,11.778,-1.1064,2005,2005,0.0
Bion,11.6552,-1.2343,2005,2005,0.0
Donsin,11.583,-1.201,2001,2007,1.0
Manga,11.6636,-1.0731,2006,2006,0.0
Nassamba,11.6964,-1.1137,2005,2005,0.0
Temissi,11.6475,-1.1792,2005,2005,0.0
Yimassoko,11.7197,-1.1872,2005,2005,0.0
Zagongo,11.7792,-1.2169,2005,2005,0.0
Bassambili,12.2565,0.0873,2005,2005,0.0
Boudangou,12.1315,0.3274,2005,2005,0.0
Dwana,12.1086,0.2809,2005,2005,0.0
Kouloungou,12.1087,0.2528,2005,2005,0.0
Lantaogo,12.0123,-0.0959,2005,2005,0.0
Masgo,11.84,1.25,2006,2006,0.0
Moada,12.1345,0.0284,2005,2005,0.0
Monba,12.1284,0.5042,2005,2005,0.0
Ouakou,12.0993,0.1589,2005,2005,0.0
Ougarou,12.157,0.93,2005,2005,0.0
Panpangou,12.0912,0.1956,2005,2005,0.0
Tamboagou,12.2368,0.2998,2005,2005,0.0
Tanwalbougou,12.048,0.7732,2005,2005,0.0
Tibga,12.1686,0.0594,2005,2005,0.0
Tilonti,12.1191,0.1039,2005,2005,0.0
Zanre,12.0539,-0.0487,2005,2005,0.0
Bonchoalaka,11.034,0.5998,2005,2005,0.0
Kompienga,11.4167,0.9167,2008,2010,1.0
Koualou,11.0363,0.9385,2005,2005,0.0
Namotia,11.1124,0.705,2005,2005,0.0
Pognoa-Tikonti,10.9875,0.5229,2005,2005,0.0
Dentougou,12.3857,1.6384,2005,2005,0.0
Gondyori,12.4573,1.4958,2005,2005,0.0
Kankangou,12.4428,1.371,2005,2005,0.0
Kantchari,12.479,1.522,2003,2003,0.0
Maardaga,11.8789,1.7089,2005,2005,0.0
Nandou,12.4699,1.566,2005,2005,0.0
Tanbaga,11.7951,1.7419,2005,2005,0.0
Tapoa,12.1246,1.7673,2005,2005,0.0
Tindangou,11.7413,1.6494,2005,2005,0.0
Yobi,11.7832,1.6908,2005,2005,0.0
Dafisso,11.2729,-4.2375,2005,2005,0.0
Dessine,10.7174,-4.271,2005,2005,0.0
Dinderesso,11.235,-4.433,2010,2010,1.0
Dofiguisso,11.354,-4.1816,2005,2005,0.0
Dsso ba,11.1799,-4.2907,1999,2000,1.0
Filande,11.0038,-4.4036,2005,2005,0.0
Gbintiera,11.2444,-4.5572,2005,2005,0.0
Kou,11.3878,-4.4081,1999,1999,0.0
Kou Valley (VK2),11.3714,-4.4035,2010,2010,1.0
Kou Valley (VK3),11.3754,-4.415,2010,2012,0.0
Kou Valley (VK5),11.3963,-4.4227,1999,2011,0.0
Kou Valley (VK7),11.4063,-4.4136,1999,2013,1.0
Kuinima,11.1731,-4.2892,1999,2010,1.0
Laforisso,11.0871,-4.3708,1994,1994,0.0
L巊u巑a,11.234,-4.167,2003,2003,0.0
Moami,11.1231,-4.5016,2005,2005,0.0
Mogobasso,11.4247,-4.1022,2005,2005,0.0
Samblatoukoro,11.1245,-4.3488,2010,2010,0.0
Sandimisso,11.3139,-4.404,2005,2005,0.0
Sarfalao,11.1569,-4.2769,1993,1994,0.0
Tougouana,11.2922,-3.9468,2005,2005,0.0
Dieri,10.9927,-5.015,2005,2005,0.0
Orodara,10.974,-4.91,2003,2010,0.0
Samogohiri,10.9315,-5.1133,2005,2005,0.0
Sifarasso,11.058,-5.45,2005,2005,0.0
Sintasso,11.1712,-5.3018,2005,2005,0.0
Sokouraba,10.8546,-5.1654,2005,2005,0.0
Tin,11.0823,-4.9543,2005,2005,0.0
Toussiamasso,10.9827,-4.8409,2005,2005,0.0
Wolonkoto 1,11.0963,-5.1514,2005,2005,0.0
Bouzan,11.4234,-3.2191,2005,2005,0.0
Dossi,11.5099,-3.3951,2005,2005,0.0
Lobouga,11.458,-3.1645,2005,2005,0.0
Wakui,11.6793,-3.6447,2005,2005,0.0
You,13.7023,-2.1427,2005,2005,0.0
Boulkon,12.9351,-1.9608,2005,2005,0.0
Dana,12.6989,-2.096,2005,2005,0.0
Doure,12.886,-2.1461,2005,2005,0.0
Ganesse,12.8998,-1.9157,2005,2005,0.0
Kaba,12.7317,-2.0596,2005,2005,0.0
Moon,12.9936,-2.284,2005,2005,0.0
Ouedkingo,12.8964,-2.2492,2005,2005,0.0
Saria,12.8776,-2.3274,2005,2005,0.0
Yarse,12.9521,-2.3746,2005,2005,0.0
Yibi,12.7961,-1.9792,2005,2005,0.0
Baskouda,13.321,-1.935,2005,2005,0.0
Fili,13.4269,-2.3638,2005,2005,0.0
Koussouka,13.3866,-1.8989,2005,2005,0.0
Omsom,13.3924,-2.1635,2005,2005,0.0
Paidogo,13.592,-2.3974,2005,2005,0.0
Reka,13.483,-2.3653,2005,2005,0.0
Taonsogo 2,13.5122,-1.9143,2005,2005,0.0
Kokim,13.3739,-2.4052,2005,2005,0.0
Koudoumbo,13.3311,-2.3799,2005,2005,0.0
Koundouba,13.1457,-2.3183,2005,2005,0.0
Minima,13.2715,-2.2798,2005,2005,0.0
Moundia,13.131,-2.4602,2005,2005,0.0
Zidiguesse,13.2851,-2.3677,2005,2005,0.0
Zitoecin,13.0853,-2.3698,2005,2005,0.0
Digre,12.271,-0.5574,2005,2005,0.0
Kamsongouin,12.5,-0.752,1991,1992,0.0
Kogo,12.6558,-0.6699,2005,2005,0.0
Gantodogo,12.5257,-1.7353,2005,2005,0.0
Kourweogo,12.5833,-1.7667,2001,2004,1.0
Laye,12.5262,-1.7726,2005,2010,0.0
Nagbagre Yiri,12.366,-1.951,2001,2007,0.0
Sargla,12.7208,-1.81,2005,2005,0.0
Bagaren,12.534,-1.3531,1991,1992,0.0
Bagr�,12.534,-1.366,2002,2002,1.0
Barkoumbilen,12.5981,-1.2596,1994,1995,1.0
Barkoundouba,12.668,-1.233,1994,1995,0.0
Basbedo,12.6098,-1.1626,2005,2005,0.0
Bassy,12.3166,-1.15,1999,2007,1.0
Boalen,12.6286,-1.2446,2005,2005,0.0
Boswende,12.4691,-1.42,2005,2005,0.0
Goue,12.566,-1.401,1992,1992,1.0
Goundry,12.5178,-1.3403,1991,2010,1.0
Kombissiri,12.65,-1.336,2006,2006,1.0
Loumbila,12.516,-1.383,1992,1992,1.0
Nabingma,12.6834,-1.3173,2005,2005,0.0
Nangtenga,12.529,-1.3383,1991,1992,1.0
Oubritenga,12.6667,-1.3333,2001,2004,1.0
Ramitenga,12.5648,-1.3805,1991,1992,0.0
Tanguen,12.5135,-1.3274,1991,1992,0.0
Tanlarogo,12.5125,-1.3366,1991,1992,0.0
Watinoma,12.5929,-1.3131,1993,1993,0.0
Zanga,12.313,-1.143,1999,2002,0.0
Gaigou,14.2958,-0.0344,2005,2005,0.0
Markoye,14.6424,0.0375,2005,2005,0.0
Ngoungam,14.6572,0.0794,2005,2005,0.0
Telekaya,14.5875,0.0149,2005,2005,0.0
Tigmare,14.4931,-0.3133,2005,2005,0.0
Dinalahi,13.697,-0.0116,2005,2005,0.0
Diomga,14.065,-0.051,1992,1992,1.0
Katchirga,14.0443,0.1069,2005,2005,0.0
Kiriolol,14.0789,0.11,2005,2005,0.0
Lere,14.1022,-0.5117,2005,2005,0.0
Mallere,13.9645,-0.0801,2005,2005,0.0
Nobiol,14.0212,-0.3124,2005,2005,0.0
Pimpindiangou,13.933,-0.0608,2005,2005,0.0
Porel,13.7454,-0.2247,2005,2005,0.0
Sambonaye,14.1712,0.0227,2005,2005,0.0
Terblel,13.778,-0.0335,2005,2005,0.0
Tonga,14.0361,-0.462,2005,2005,0.0
Wendou,14.0333,-0.0667,1992,1992,1.0
Yakota,14.0746,-0.1379,2005,2005,0.0
Bani,14.017,-1.701,1992,1992,1.0
Belehede,14.0908,-1.2892,2005,2005,0.0
Gankouna,14.0706,-1.5186,2005,2005,0.0
Ganoua,14.217,-1.5529,2005,2005,0.0
Gassel Parte,13.9935,-1.1007,2005,2005,0.0
Laorde,14.0126,-1.5616,2005,2005,0.0
Mati,14.0955,-1.4886,2005,2005,0.0
Mentao,13.9515,-1.6855,2005,2005,0.0
Sibe,14.1191,-1.5089,2005,2005,0.0
Som,14.0995,-1.722,2005,2005,0.0
Bougouriba,11.0256,-3.233,2013,2013,1.0
Diarkadougou East,10.9,-3.567,2013,2013,1.0
Navielgan,10.833,-3.266,2005,2005,0.0
Siaore,10.9163,-3.2451,2005,2005,0.0
Siehentiro,10.6643,-3.2511,2005,2005,0.0
Bagane,11.1374,-3.0506,2005,2005,0.0
Binvar,10.9588,-2.9717,2005,2005,0.0
Dakoula,11.079,-3.1263,2005,2005,0.0
Dano,11.1422,-3.059,2008,2011,1.0
Dianvour,11.2268,-3.224,2005,2005,0.0
Gouatere,11.3058,-3.2226,2005,2005,0.0
Pontieba,11.1206,-3.1048,2005,2005,0.0
Poulaba,11.3003,-3.1828,2005,2005,0.0
Vouregane,11.1347,-3.1794,2005,2005,0.0
Baneba,9.7724,-2.8762,2005,2005,0.0
Sinkosso,9.8498,-3.0484,2005,2005,0.0
Zilateoun,9.935,-2.8558,2005,2005,0.0
Boniro,10.1841,-3.4046,2005,2005,0.0
Boussera,10.3318,-3.0198,2005,2005,0.0
Dipeo,10.5807,-3.5052,2005,2005,0.0
Dovetara,10.0711,-3.441,2005,2005,0.0
Gbangbankoura,10.1831,-3.4771,2005,2005,0.0
Gbomblora,10.244,-3.0308,2005,2005,0.0
Koutenao,10.6329,-3.1703,2005,2005,0.0
Lakar,10.3059,-3.4585,2005,2005,0.0
Lantao,10.4839,-3.2099,2005,2005,0.0
Laole,10.3764,-3.307,2005,2005,0.0
Logosso,10.3122,-3.6605,2005,2005,0.0
Sinkoura,10.2313,-3.3166,2005,2005,0.0
Soum,10.684,-2.951,2007,2007,1.0
Zoano,10.421,-3.5726,2005,2005,0.0
Mpanda,-3.1708,29.4042,2013,2014,1.0
Murengeza,-3.1443,29.4441,1993,1993,0.0
Gitaramuka,-3.466,29.366,2002,2007,1.0
Mutumba,-3.586,29.368,2002,2007,1.0
Cankuzo,-3.216,30.55,2013,2014,1.0
Mabayi,-2.699,29.249,2013,2014,1.0
Mutaho,-3.15,29.866,2005,2005,1.0
Bugenyuzi,-3.083,30.049,2002,2007,1.0
Karuzi,-3.101,30.164,2001,2007,1.0
Buhiga,-3.017,30.149,2002,2007,1.0
Nyabikere,-3.25,30.1,2002,2007,1.0
Shombo,-3.266,30.032,2002,2007,1.0
Nyabigina,-4.117,29.85,1993,1993,0.0
Gasange,-4.3187,29.5998,1992,1995,1.0
Gisenga,-4.4216,29.6694,1992,1995,1.0
Kazirabageni,-4.2688,29.6253,1992,1995,1.0
Mugera,-4.3616,29.6637,1992,1995,1.0
Gashoho,-2.817,30.133,2013,2014,1.0
Kiremba,-2.817,29.983,2013,2014,1.0
Gihofi,-3.984,30.117,2013,2014,1.0
Alamissa,6.5,12.7,1998,2007,1.0
Allat Menga,6.5098,12.4779,1998,2007,1.0
Baguera,6.5699,12.6928,1998,2007,1.0
Beka Goto,6.751,13.1106,1998,2007,1.0
Bolinting,6.3667,12.75,1998,2007,1.0
Bondji�,6.55,12.6833,1998,2007,1.0
Combo Djaouro,6.2833,12.8,1998,2007,1.0
Dab巖�,6.6134,12.0997,1998,2007,1.0
Dar es salam,6.6702,12.0519,1998,2007,1.0
Djambala,6.5908,12.2076,1998,2007,1.0
Doubbal,6.605,12.9417,1998,2007,1.0
Gbaguera,6.5667,12.6833,1998,2007,1.0
Kandje,6.5973,12.8809,1998,2007,0.0
Koata,6.5481,12.3259,1998,2007,1.0
Liboum,6.45,12.7333,1998,2007,1.0
Makandao,6.4333,12.6333,1998,2007,1.0
Makoum,6.5489,12.6394,1998,2007,0.0
Makoup,6.55,12.6333,1998,2007,1.0
Malarba Antenne,6.5994,12.1529,1998,2007,1.0
Malarba Beka/Febadi,6.5952,13.0715,1998,2007,0.0
Mambal Danfili,6.6018,13.0112,1998,2007,1.0
Mana,6.3667,12.7667,1998,2007,1.0
Mbakaou,6.3,12.7833,1998,2007,1.0
Mbella Asom,6.6085,12.9829,1998,2007,1.0
Mbon,6.6825,13.0974,1998,2007,0.0
Meng,6.505,12.5986,1998,2007,1.0
Mengack,6.5045,12.5114,1998,2007,0.0
Naskoul,6.35,12.7667,1998,2007,1.0
Ngantang,6.3333,12.7667,1998,2007,1.0
Ngaoubela,6.5167,12.6,1998,2007,1.0
Ngatt,6.5737,12.8013,1998,2007,1.0
Salasa,6.5282,12.39,1998,2007,0.0
Tongo II,6.5896,12.2485,1998,2007,0.0
Allat Banyo,6.6647,11.7151,1998,2007,0.0
Bankim,6.0828,11.4876,1998,2007,1.0
Banyo,6.7491,11.8104,1997,2007,1.0
Djay�,6.207,11.5717,1998,2007,1.0
Labar� Baya,6.7174,11.8915,1998,2007,1.0
Mayo Darl�,6.5119,11.553,1998,2007,0.0
Mayo Djinga,6.4218,11.5721,1998,2007,0.0
Mayo Goum,6.6799,11.7406,1998,2007,1.0
Mebelong,6.8098,11.9543,2015,2015,1.0
Moinkoing,6.0487,11.406,1998,2007,1.0
Mwoumban,6.0574,11.4535,1998,2007,1.0
Ngatti,6.0428,11.3664,1998,2007,0.0
Nyakong,6.1757,11.5647,1998,2007,1.0
Nyawa kondja,6.5854,11.6265,1998,2007,1.0
Taram Badjam,6.7195,11.7401,1998,2007,1.0
Taram Kadark'o,6.6988,11.7595,1998,2007,1.0
Tarem,6.41,11.45,2007,2007,0.0
Tchim,6.1225,11.544,1998,2007,1.0
Toukourova,6.6471,11.6823,1998,2007,1.0
Yimb巖� Plaine,6.3279,11.5982,1998,2007,1.0
Yimber� Plateau,6.4598,11.5742,1998,2007,0.0
Yoli,6.5542,11.5744,1998,2007,1.0
Anam,7.129,13.245,1998,2007,1.0
B巏a,7.4993,13.5568,1998,2007,0.0
Beka mangari,7.2595,13.3306,1998,2007,1.0
Bini,7.3985,13.5507,1998,2007,1.0
Birsok,6.9973,13.1329,1998,2007,0.0
Dena,7.7328,13.5336,1998,2007,1.0
Djabe Mboum,7.0781,13.1856,1998,2007,0.0
Djet,7.8198,13.5812,1998,2007,1.0
Eau et Foret,7.1896,13.4156,2003,2004,0.0
Gada Mabanga,7.3535,13.5781,1998,2007,1.0
Gotanga,6.8666,13.1404,1998,2007,1.0
Harr,7.7831,13.5471,1998,2007,1.0
Karna Manga,7.7937,13.5564,1998,2007,1.0
Likok,7.289,13.2761,1998,2007,1.0
Likok Sabal,7.2592,13.262,1998,2007,1.0
Lisey,7.2223,13.2511,1998,2007,1.0
Lougga Tapadi,7.1071,13.209,1998,2007,1.0
Mabarangal誰,6.9151,13.1319,1998,2007,1.0
Malang,7.441,13.5551,1998,2007,1.0
Man,7.7198,13.5389,1998,2007,1.0
Margol,7.5485,13.5307,1998,2007,1.0
Mawara,7.3352,13.4619,1998,2007,0.0
Mayo Djarani,7.2997,13.5542,1998,2007,1.0
Mbe Nyan,7.8639,13.5973,1998,2007,1.0
Mounguel,7.549,13.5603,1998,2007,0.0
Ndom,7.7596,13.5261,1998,2007,1.0
Ngaoudanga,7.1703,13.2545,1998,2007,1.0
Ngaoundere,7.3169,13.5833,1998,2007,1.0
Ngaouya Nga,7.9024,13.6072,1998,2007,1.0
Or巑anan,7.0553,13.1593,1998,2007,0.0
Tchabal Baouro,7.5673,13.557,1998,2007,0.0
Tekel,6.8058,13.1737,1998,2007,1.0
Toumbouroum,7.3235,13.3995,1998,2007,1.0
Vourgne Sanfou,7.8333,13.7167,2003,2007,1.0
Wack,7.684,13.5489,1998,2007,1.0
Wack/Bini,7.7,13.549,2007,2007,0.0
Bilingue,4.4394,11.8988,1997,1998,1.0
Mbandjock,4.4439,11.8828,1997,2007,1.0
Mbandjock Gare,4.4493,11.9049,1997,1998,1.0
Membrat,4.4566,11.9056,1997,1998,1.0
Nkoteng,4.5196,12.0521,1998,2007,1.0
Plateau,4.4423,11.9135,1997,1998,1.0
Zembe Borango,4.9739,13.0401,2009,2009,0.0
Angala,3.834,11.315,2007,2007,0.0
Batchenga,4.2851,11.6446,1998,2007,1.0
Ekekam,3.883,11.366,2007,2007,1.0
Elon,4.2485,11.6114,1998,2007,1.0
Etoud,3.899,11.416,2007,2007,1.0
Etoudi,3.9144,11.5329,1998,2007,0.0
Evian,4.049,11.299,2007,2007,1.0
Kala,3.85,11.366,2007,2007,0.0
Leboudi,3.9208,11.4477,1998,2007,1.0
Lengon,4.0,11.35,2007,2007,1.0
Lenouck,4.216,11.149,2007,2007,1.0
Lewobgui,3.9007,11.3024,2007,2007,0.0
Mbala II,3.9,11.516,2007,2009,0.0
Mefomo,3.85,11.266,2007,2007,0.0
Meyos,4.017,11.566,2007,2007,1.0
Minkama,4.1899,11.5717,1998,2007,1.0
Missole,3.9989,11.4484,2007,2007,0.0
Mvaa,4.066,11.317,2007,2007,1.0
Ngali I,4.017,11.582,2007,2007,1.0
Nkolafame,3.883,11.416,2007,2007,1.0
Nkolfeb,3.984,11.4,2007,2007,1.0
Nkolkoumou I,3.8608,11.3939,2008,2009,0.0
Nkolkoumou II,3.8622,11.4025,2008,2009,0.0
Nkolkumu,3.8506,11.3717,2006,2011,0.0
Nkolmben�,4.1096,11.5293,1998,2007,1.0
Nkolmendouga,4.051,11.499,2007,2007,0.0
Nkolmeyang,3.916,11.317,2007,2007,0.0
Nkolndobo,4.082,11.449,2007,2007,1.0
Nkolondom,3.9723,11.5156,2001,2012,0.0
Nkolpoblo,4.0627,11.2112,1998,2007,1.0
Nkometou,4.033,11.549,2007,2007,0.0
Nkometou II,4.0415,11.5484,1998,2007,1.0
Nkometou III,4.05,11.5501,2007,2007,0.0
Nkong,3.967,11.449,2007,2007,1.0
Nkongsok,4.0686,11.3324,2007,2007,1.0
Nkozoa,3.967,11.533,2007,2007,1.0
Nto,4.083,11.516,2007,2007,1.0
Ntol-Ossebe,4.201,11.116,2007,2007,1.0
Ntougou,3.9301,11.5054,2009,2009,0.0
Ntougou II,3.9267,11.5251,2006,2011,0.0
Olemb� I,3.956,11.5327,1998,2007,1.0
Otibili,4.3325,11.6317,1998,2007,1.0
Oyama,4.066,11.416,2007,2007,1.0
Abanda,4.7501,11.1675,1998,2007,1.0
Biabeton,4.7448,11.2029,1998,2007,1.0
Biamo,4.7695,11.2063,1998,2007,1.0
Bitang,4.6487,11.1974,1998,2007,1.0
Bokaga,4.6165,11.1446,1998,2007,1.0
Bokonge,4.36,11.08,2007,2007,0.0
Bouia I,4.6766,11.2636,1998,2007,0.0
Boura II,4.6811,11.3435,1998,2007,1.0
Bouraka,4.6614,11.3018,1998,2007,1.0
Boyambesse,4.6415,11.3094,1998,2007,1.0
Dang,4.749,11.233,2003,2003,0.0
Donenkeng,4.7338,11.2829,1998,2007,0.0
Gah Bape,4.6544,11.1499,1998,2007,0.0
Gbaram,4.6925,11.1633,1998,2007,1.0
Goufan I,4.6463,11.2508,1998,2007,1.0
Goufan II,4.6922,11.2416,1998,2007,1.0
Kalong,4.8515,11.1199,1998,2007,1.0
Kiki,4.6981,11.1803,1998,2007,0.0
Lapwang,4.7854,11.1813,1998,2007,1.0
Mouken,4.811,11.1481,1998,2007,1.0
Ngongol,4.8103,11.1818,1998,2007,1.0
Ribang,4.7097,11.1463,1998,2007,1.0
Riunong,4.6463,11.1964,1998,2007,1.0
Wasse,4.6557,11.2631,1998,2007,0.0
Yakan,4.6252,11.1677,1998,2007,1.0
Nachtigal,4.3551,11.6374,1998,2007,1.0
Nditam,5.367,11.233,1995,1995,0.0
Ntui,4.444,11.623,2000,2003,1.0
Abembe,3.684,11.666,2007,2007,0.0
Abom,3.8833,11.5833,2007,2007,0.0
Abombo,3.8462,11.7141,1998,2007,0.0
Abondo,4.066,11.617,2007,2007,0.0
Afanetouana,4.083,11.733,2007,2007,1.0
Akak,3.701,11.733,2007,2007,0.0
Akom,3.751,11.715,2007,2007,0.0
Beguele,3.833,11.666,2007,2007,0.0
Ebogo IV,4.05,11.606,2007,2007,0.0
Ekok,3.6936,11.5899,1998,2007,0.0
Ekok II,3.683,11.6,2007,2007,1.0
Ekoko,3.7019,11.5386,1998,2007,0.0
Ekoko-Nkol,3.6955,11.5394,1998,2007,1.0
Endoum,3.7507,11.6736,1998,2007,0.0
Koukounou,3.967,11.666,2007,2007,1.0
Koumou,3.6603,11.5541,1998,2007,0.0
Mbedoumou,3.949,11.682,2007,2007,1.0
Mobomenyie,4.05,11.699,2007,2007,1.0
Ndziefidi,3.6544,11.6231,1998,2007,0.0
Ngalan,3.883,11.65,2007,2007,1.0
Ngali II,4.05,11.601,2004,2008,1.0
Ngousso,3.8975,11.5492,2006,2012,1.0
Nkolfoulou,3.9248,11.5791,1998,2007,1.0
Nkolfoulou II,3.9297,11.5704,2005,2005,0.0
Nkolndan,3.6467,11.5392,1998,2007,1.0
Nkoltsit,3.983,11.633,2007,2007,1.0
Nkomeyos,3.75,11.617,2007,2007,0.0
Omvan,3.7665,11.7101,2007,2007,0.0
Soa,3.991,11.614,2007,2007,1.0
Angon,3.7564,11.3635,1998,2007,0.0
Angongo,3.783,11.299,2007,2007,1.0
Bibon Biboum,3.79,11.42,2008,2009,0.0
Binguela,3.754,11.377,2007,2007,0.0
Koulboa,3.633,11.467,2007,2007,0.0
Mbankomo,3.783,11.383,2007,2007,0.0
Mekoumbou,3.749,11.437,2007,2007,0.0
Mengong,3.701,11.449,2002,2002,0.0
Mesok II,3.75,11.299,2007,2007,0.0
Ngoumou II,3.702,11.445,2007,2007,0.0
Nkol Nguet,3.685,11.45,2007,2007,0.0
Nkolbibanda,3.7195,11.3081,2007,2007,0.0
Nkolngok,3.7141,11.3875,2007,2007,0.0
Nkongndougou,3.617,11.383,2007,2007,1.0
Obokou,3.6191,11.3193,2007,2007,0.0
Okoa,3.799,11.35,2007,2007,1.0
Oveng,3.701,11.366,2007,2007,1.0
Zoassel II,3.615,11.3736,2007,2007,0.0
Bitotol,3.835,11.578,2007,2007,0.0
Biyem-Assi,3.8408,11.4879,1997,1998,0.0
Combattant,3.876,11.5092,2007,2013,0.0
Dakar,3.8393,11.5108,1999,2010,1.0
Ekie,3.834,11.549,2007,2007,0.0
Ekounou,3.8438,11.5348,2009,2010,0.0
Elig-Edzoa,3.8881,11.5307,2003,2003,0.0
Eloumden,3.8341,11.4389,1998,2007,1.0
Etoa,3.8669,11.5489,1994,1996,1.0
Etoug-Ebe,3.8549,11.4814,2009,2010,0.0
Mbadoumou,3.7911,11.4534,1998,2007,0.0
Mekak,3.7881,11.5263,1998,2007,0.0
Messa,3.8711,11.5081,2009,2013,0.0
Mokolo,3.8747,11.5004,2009,2013,0.0
Mokolo Elobi,3.8799,11.5062,2008,2009,0.0
Mokolo Messa,3.8725,11.5011,2008,2009,0.0
Mvan,3.8119,11.5223,2006,2011,0.0
Mvolye,3.8412,11.5059,2007,2007,0.0
Ndong,3.783,11.582,2007,2007,1.0
Nkolmessen,3.8724,11.5027,2009,2010,0.0
Nyomo,3.75,11.483,2007,2007,1.0
Obobogo,3.812,11.4904,2007,2007,0.0
Odza II,3.7822,11.5255,1998,2007,1.0
Olezoa,3.8484,11.5142,2010,2013,0.0
Simbock,3.8165,11.4688,1994,2004,1.0
Voirie Municipale,3.8566,11.5202,2008,2009,0.0
Yaounde Airport,3.836,11.5231,1995,1995,1.0
Yaounde Gare,3.8704,11.5244,2011,2011,0.0
Djoum,4.0439,10.7268,1998,2007,1.0
Manguenda,4.134,11.017,2007,2007,1.0
Mbeb�,4.131,11.033,1997,2006,0.0
Ebolakounou,3.933,12.133,1997,1998,1.0
Koundou,3.9,12.128,1997,1998,1.0
Loum,3.7883,12.2614,2012,2012,1.0
Mengang,3.3696,12.1546,1998,2004,1.0
Abang,3.4087,11.5232,1998,2007,0.0
Adzap,3.2639,11.4182,1998,2007,0.0
Avebe,3.3694,11.5188,1998,2007,0.0
Lepse,3.434,11.234,2011,2011,0.0
Mfou Mbalmayo,3.541,11.5275,1997,2003,0.0
Pont So'o,3.3205,11.4795,1998,2007,0.0
Baad,1.9833,15.7167,2006,2007,0.0
Ekelemba,2.0014,15.0365,2006,2009,0.0
Mayos I,4.3418,13.5582,2009,2009,0.0
Nkoumadjap,4.3596,13.6399,2009,2009,0.0
Dabadi,4.1178,13.9966,2006,2006,0.0
Italie,4.1189,14.1418,2006,2006,0.0
Kenzou,4.15,15.05,1998,2009,0.0
Nkolbikon,4.1123,14.0615,2006,2009,0.0
Daiguene,4.784,13.832,2009,2009,0.0
Gado-Badzere,5.7485,14.4417,2009,2009,0.0
Ndokayo,5.516,14.116,2010,2010,0.0
Doujouf,10.5651,14.2816,1998,2007,0.0
Doulougou,10.4255,14.242,1998,2007,1.0
Gakle,10.5221,14.2646,1998,2007,1.0
Godola,10.7,14.25,2002,2006,1.0
